Symbol,logFC,adj.P.Val,adj.P.Val_1_over,adj.P.Val_2_under
ATP6V1G1,-1.21982768306134,2.7015374560609e-08,1,2.7015374560609e-08
EIF4B,1.33013327671803,2.72700915310303e-08,2.72700915310303e-08,1
ABAT,-2.36822460901416,2.79430661878972e-08,1,2.79430661878972e-08
COX7B2,1.56918754429143,2.80637428970283e-08,2.80637428970283e-08,1
MLF1,2.42196311636681,2.82272045710586e-08,2.82272045710586e-08,1
CRELD2,-1.79510910540717,2.82272045710586e-08,1,2.82272045710586e-08
GBP1,-1.55945859292607,2.85327610044331e-08,1,2.85327610044331e-08
TPD52,1.55879377623105,2.85327610044331e-08,2.85327610044331e-08,1
ANKS1B,2.12868850196744,2.86162476689201e-08,2.86162476689201e-08,1
IPO7,1.91165115416999,2.86688607053302e-08,2.86688607053302e-08,1
TMEM70,2.18553239507155,2.88285621184098e-08,2.88285621184098e-08,1
CDKN3,1.4669876798167,2.90492259635955e-08,2.90492259635955e-08,1
EPM2AIP1,-1.80684828278206,2.9295397145277e-08,1,2.9295397145277e-08
RAP1A,1.54955879654388,2.93033114532295e-08,2.93033114532295e-08,1
GART,1.42328844460129,2.95608596189556e-08,2.95608596189556e-08,1
PUM3,1.39469410788115,3.0686653274201e-08,3.0686653274201e-08,1
PCDH9,-2.72563069073779,3.07778938379287e-08,1,3.07778938379287e-08
ACSL1,1.47572766070909,3.07778938379287e-08,3.07778938379287e-08,1
GAS1,-2.54130909196364,3.07807079111762e-08,1,3.07807079111762e-08
RABEPK,1.72018933437083,3.07807079111762e-08,3.07807079111762e-08,1
DLGAP4,-2.28889420283693,3.07807079111762e-08,1,3.07807079111762e-08
B2M,-0.823875575199336,3.08767735131465e-08,1,3.08767735131465e-08
HLA-C,-1.22787525646588,3.18207404348882e-08,1,3.18207404348882e-08
SNRPA1,1.3293608648389,3.21738226962133e-08,3.21738226962133e-08,1
GNAS,-0.929968009781605,3.21820309755886e-08,1,3.21820309755886e-08
CNTNAP2,2.27160083249749,3.21820309755886e-08,3.21820309755886e-08,1
PDCD2,1.94705351700208,3.22238923267665e-08,3.22238923267665e-08,1
COL5A1,-1.1615908604425,3.27732171729298e-08,1,3.27732171729298e-08
ZNF117,-2.97198213175298,3.34757426505991e-08,1,3.34757426505991e-08
PSAT1,2.16156236601406,3.34757426505991e-08,3.34757426505991e-08,1
PRMT5,1.54644183838703,3.34757426505991e-08,3.34757426505991e-08,1
CAPZB,-1.45606385613224,3.35597662139911e-08,1,3.35597662139911e-08
PTPMT1,1.94587039504421,3.44718876440918e-08,3.44718876440918e-08,1
MDGA2,-2.8854486634807,3.44718876440918e-08,1,3.44718876440918e-08
GRPEL1,1.52928027575589,3.44874356164082e-08,3.44874356164082e-08,1
PSMB3,1.35521518790868,3.51511256310023e-08,3.51511256310023e-08,1
DESI2,2.32001575132052,3.53227033042595e-08,3.53227033042595e-08,1
COL7A1,-2.40567661514625,3.53227033042595e-08,1,3.53227033042595e-08
GNB2,-1.22412838054948,3.57716012056836e-08,1,3.57716012056836e-08
NFKBIZ,-1.87477198039027,3.57716012056836e-08,1,3.57716012056836e-08
LPL,2.70268969826334,3.57748979652711e-08,3.57748979652711e-08,1
EEF1D,2.40605058610815,3.58646496683831e-08,3.58646496683831e-08,1
C19orf70,1.42337024756095,3.60828697583204e-08,3.60828697583204e-08,1
TUBB2A,-1.01932415838498,3.67767532594015e-08,1,3.67767532594015e-08
COL6A1,-2.12017829181738,3.69548508232271e-08,1,3.69548508232271e-08
SOCS1,-2.42701396132809,3.70629590862451e-08,1,3.70629590862451e-08
SLC1A1,2.08961807081148,3.73096669590075e-08,3.73096669590075e-08,1
SFRP2,-2.98432952804994,3.7370349659606e-08,1,3.7370349659606e-08
SPON1,2.34175251961301,3.7370349659606e-08,3.7370349659606e-08,1
CXCL11,-3.59656148879239,3.79030100405744e-08,1,3.79030100405744e-08
GOLGA8A,-1.41142085466564,3.79030100405744e-08,1,3.79030100405744e-08
TROAP,1.64016687623546,3.79030100405744e-08,3.79030100405744e-08,1
FDFT1,1.57679443048595,3.79043329638295e-08,3.79043329638295e-08,1
FAM26F,2.26508993206298,3.79043329638295e-08,3.79043329638295e-08,1
RPL35A,1.1148241616166,3.79901321189354e-08,3.79901321189354e-08,1
DDX21,1.11775136840899,3.87334435475585e-08,3.87334435475585e-08,1
NR3C1,-1.13456708196649,3.88398678862701e-08,1,3.88398678862701e-08
ACTR3,-1.16372937261583,3.90551094092999e-08,1,3.90551094092999e-08
CD44,-1.27073438203956,3.90551094092999e-08,1,3.90551094092999e-08
FOXD1,-2.41876530986342,3.92429542032453e-08,1,3.92429542032453e-08
COL5A1,-1.18708113070288,3.92429542032453e-08,1,3.92429542032453e-08
CCL5,-3.81787222143942,3.92429542032453e-08,1,3.92429542032453e-08
SLC25A19,2.17231519346094,3.93371800106445e-08,3.93371800106445e-08,1
PRKCI,1.32650333720075,3.93371800106445e-08,3.93371800106445e-08,1
BRK1,-1.18769890035794,3.95717744810351e-08,1,3.95717744810351e-08
PHLDA1,-1.85283726118267,3.95717744810351e-08,1,3.95717744810351e-08
NPAS3,-3.44425464188704,3.96100256927191e-08,1,3.96100256927191e-08
TPD52,1.44618818158361,3.98287912273857e-08,3.98287912273857e-08,1
CYP1B1,-1.74136641352071,3.99311032156718e-08,1,3.99311032156718e-08
TIMM17A,1.13777075566894,3.99311032156718e-08,3.99311032156718e-08,1
KRCC1,-1.67274569227625,4.00318733490419e-08,1,4.00318733490419e-08
NASP,-2.70771050140262,4.00318733490419e-08,1,4.00318733490419e-08
OASL,-2.41898677882902,4.00318733490419e-08,1,4.00318733490419e-08
CXXC5,-1.18589610871898,4.00318733490419e-08,1,4.00318733490419e-08
GART,1.33005398737052,4.00318733490419e-08,4.00318733490419e-08,1
SNRPA1,1.17963751705472,4.00318733490419e-08,4.00318733490419e-08,1
CTSB,-1.59021362312002,4.00318733490419e-08,1,4.00318733490419e-08
ZNF117,-2.9777055838214,4.00318733490419e-08,1,4.00318733490419e-08
MRPS15,2.84135918670613,4.00318733490419e-08,4.00318733490419e-08,1
ITGA1,-2.94593921614627,4.04205891457595e-08,1,4.04205891457595e-08
HSP90B1,2.16778573629445,4.04205891457595e-08,4.04205891457595e-08,1
HNRNPH1,-2.7769800953548,4.04708748847191e-08,1,4.04708748847191e-08
SEMA3C,-3.05704014708348,4.04708748847191e-08,1,4.04708748847191e-08
PEBP1,1.27658351208797,4.04708748847191e-08,4.04708748847191e-08,1
PTGS2,-3.11482058963421,4.07935016846775e-08,1,4.07935016846775e-08
GRPEL1,1.5595101875537,4.11052374948427e-08,4.11052374948427e-08,1
NRP2,2.72379978744082,4.11052374948427e-08,4.11052374948427e-08,1
GABRA5,2.25046593805349,4.13742435394009e-08,4.13742435394009e-08,1
TRIAP1,1.33607390109835,4.13742435394009e-08,4.13742435394009e-08,1
POLR1B,1.77944514079497,4.13742435394009e-08,4.13742435394009e-08,1
UTP18,3.04452764728986,4.19205361341838e-08,4.19205361341838e-08,1
AURKB,1.43863665590742,4.21845778756264e-08,4.21845778756264e-08,1
MRPS26,1.71579755263279,4.239924543388e-08,4.239924543388e-08,1
TOMM70,1.20097237429102,4.239924543388e-08,4.239924543388e-08,1
EEF1E1,2.35364517681458,4.239924543388e-08,4.239924543388e-08,1
ACACA,1.66595338727473,4.28393614464813e-08,4.28393614464813e-08,1
PTTG1IP,-1.01636678780313,4.3589874071325e-08,1,4.3589874071325e-08
DPY30,1.18976399036531,4.38681730691327e-08,4.38681730691327e-08,1
DDX58,-2.1125402510186,4.39768338429162e-08,1,4.39768338429162e-08
METAP2,1.011757928062,4.43088303335294e-08,4.43088303335294e-08,1
URI1,1.04523713253066,4.43416920669216e-08,4.43416920669216e-08,1
RABGGTB,1.58496822343584,4.46104772094159e-08,4.46104772094159e-08,1
DCAF13,1.07226285482104,4.47244566052906e-08,4.47244566052906e-08,1
ELOVL6,1.81136476234856,4.55610324889974e-08,4.55610324889974e-08,1
BCHE,-2.46512039878624,4.56313302323539e-08,1,4.56313302323539e-08
MAPKAPK5-AS1,2.4996003328121,4.60901875723253e-08,4.60901875723253e-08,1
GNAI2,-1.38297139243312,4.6507316210235e-08,1,4.6507316210235e-08
ACAT1,1.22907925882565,4.67581860203423e-08,4.67581860203423e-08,1
DHRS2,2.96467709840553,4.75940342743426e-08,4.75940342743426e-08,1
MVP,-1.66006093719534,4.78470309284902e-08,1,4.78470309284902e-08
SLC27A5,2.08022766345266,4.78470309284902e-08,4.78470309284902e-08,1
EDNRA,-2.87122744229199,4.79077213852544e-08,1,4.79077213852544e-08
RHOJ,-3.49922159278178,4.81870701309949e-08,1,4.81870701309949e-08
KIAA1804,2.09887990680174,4.85540258840664e-08,4.85540258840664e-08,1
CA12,1.60339530382768,4.85540258840664e-08,4.85540258840664e-08,1
TIA1,-1.52521331923887,4.87087993392229e-08,1,4.87087993392229e-08
PLA2G16,1.89295655059277,4.94139883360915e-08,4.94139883360915e-08,1
CDKN3,1.70828344616644,5.00788918370551e-08,5.00788918370551e-08,1
MALAT1,-4.01156583955225,5.0520475514265e-08,1,5.0520475514265e-08
ITPR1,2.43365250327794,5.05284310767401e-08,5.05284310767401e-08,1
SAMD9L,-4.00180752403913,5.06392598309469e-08,1,5.06392598309469e-08
UGT8,2.05214424470691,5.07236969436918e-08,5.07236969436918e-08,1
IPO7,1.20413454913,5.09447520440585e-08,5.09447520440585e-08,1
HTATIP2,1.75053715902899,5.09447520440585e-08,5.09447520440585e-08,1
FBXO45,1.27503499993502,5.1178668876703e-08,5.1178668876703e-08,1
SQSTM1,-1.34480915105936,5.12993267755853e-08,1,5.12993267755853e-08
BCAP29,-1.48333668930436,5.12993267755853e-08,1,5.12993267755853e-08
EMP1,-1.03785481350695,5.12993267755853e-08,1,5.12993267755853e-08
YARS2,1.59428828366787,5.18318101162353e-08,5.18318101162353e-08,1
APLP2,2.25748258283891,5.24402507895404e-08,5.24402507895404e-08,1
PRMT5,1.11197329517476,5.27023011771885e-08,5.27023011771885e-08,1
NCKAP1,1.96673761332728,5.27574837888421e-08,5.27574837888421e-08,1
COA4,1.36183624587273,5.38205382053169e-08,5.38205382053169e-08,1
MAOA,2.25767186701182,5.38205382053169e-08,5.38205382053169e-08,1
GNAL,2.8036404679369,5.41210661039524e-08,5.41210661039524e-08,1
CYP1B1,-1.68656280476932,5.41210661039524e-08,1,5.41210661039524e-08
RPS27L,1.93583936385762,5.41210661039524e-08,5.41210661039524e-08,1
AHCTF1,1.42867402325547,5.44516555957456e-08,5.44516555957456e-08,1
FARSB,1.08664440900434,5.48183471879849e-08,5.48183471879849e-08,1
TCAF1,-2.0782234610163,5.49242115056084e-08,1,5.49242115056084e-08
RUVBL1,1.29460472412952,5.49242115056084e-08,5.49242115056084e-08,1
CHPF2,-1.59546095035764,5.51644518003709e-08,1,5.51644518003709e-08
PROSER2,1.77614670870623,5.51644518003709e-08,5.51644518003709e-08,1
C21orf59,1.22772723856136,5.51644518003709e-08,5.51644518003709e-08,1
GLS,-2.05471687609824,5.55335820919544e-08,1,5.55335820919544e-08
FEZ1,2.29410585921688,5.61797705772307e-08,5.61797705772307e-08,1
YARS,1.49632419346327,5.64616572570095e-08,5.64616572570095e-08,1
SPATS2L,-1.06025243989821,5.7293633205864e-08,1,5.7293633205864e-08
STX1A,-1.69291034022795,5.7293633205864e-08,1,5.7293633205864e-08
TESC,1.94859822447964,5.82614139014454e-08,5.82614139014454e-08,1
HLA-DPA1,2.34412941889509,5.83433585222235e-08,5.83433585222235e-08,1
ATXN7L1,-2.16173445140206,5.87379127934917e-08,1,5.87379127934917e-08
HNRNPD,-1.86297109054104,5.88019048522782e-08,1,5.88019048522782e-08
TUBGCP4,1.57992816878923,5.88019048522782e-08,5.88019048522782e-08,1
TOP1MT,1.56591673180577,5.88019048522782e-08,5.88019048522782e-08,1
PEG10,-2.10934947632706,5.88261997582155e-08,1,5.88261997582155e-08
DHRS3,2.15720276343462,5.95786568671108e-08,5.95786568671108e-08,1
ALDH1B1,1.66759746761705,6.02539141358097e-08,6.02539141358097e-08,1
GTF2H4,-1.73956518617016,6.03638298426131e-08,1,6.03638298426131e-08
FILIP1,-2.38529660837968,6.05202485265307e-08,1,6.05202485265307e-08
AGRN,-1.79942667850985,6.05202485265307e-08,1,6.05202485265307e-08
SRP72,1.52078581855013,6.07321827915275e-08,6.07321827915275e-08,1
CDC20,1.15722695351522,6.07321827915275e-08,6.07321827915275e-08,1
PCDH18,-2.12064814377169,6.10059994988694e-08,1,6.10059994988694e-08
PTPRO,-2.66600533183934,6.10059994988694e-08,1,6.10059994988694e-08
PSAT1,1.71328231359698,6.10059994988694e-08,6.10059994988694e-08,1
KNSTRN,1.36183690522002,6.11355028449894e-08,6.11355028449894e-08,1
CHRDL1,2.47972155953599,6.11355028449894e-08,6.11355028449894e-08,1
WDR78,-2.28538365290023,6.11355028449894e-08,1,6.11355028449894e-08
IL6ST,-2.21517815010522,6.11355028449894e-08,1,6.11355028449894e-08
PRMT3,1.5444372770047,6.12386301073004e-08,6.12386301073004e-08,1
FN1,-2.52463492035412,6.12386301073004e-08,1,6.12386301073004e-08
RHPN2,1.65523925401461,6.22172399326072e-08,6.22172399326072e-08,1
BMP1,-1.98259724430205,6.22259628006387e-08,1,6.22259628006387e-08
MRI1,1.22859421088428,6.24738150000654e-08,6.24738150000654e-08,1
MTHFD2,1.44860182447607,6.2606314412857e-08,6.2606314412857e-08,1
TMEM87B,-2.01729285315094,6.28051269300893e-08,1,6.28051269300893e-08
SLIRP,1.02324801279924,6.33932483294058e-08,6.33932483294058e-08,1
ICT1,1.30946673148733,6.39467297996434e-08,6.39467297996434e-08,1
LINC01234,2.46030632756397,6.47769536183927e-08,6.47769536183927e-08,1
DDX18,1.12913354737463,6.50729905442469e-08,6.50729905442469e-08,1
ADAMTS6,-2.21509970518708,6.50729905442469e-08,1,6.50729905442469e-08
TBC1D4,1.61709210473931,6.51366955527319e-08,6.51366955527319e-08,1
NMU,2.32080116420077,6.52246947795191e-08,6.52246947795191e-08,1
PPTC7,1.33312931242873,6.52368787803538e-08,6.52368787803538e-08,1
EIF4E,1.52858316387915,6.52614014336647e-08,6.52614014336647e-08,1
EBP,1.38513965558282,6.54314518845164e-08,6.54314518845164e-08,1
GNAS,-0.890741636989837,6.54314518845164e-08,1,6.54314518845164e-08
RPLP0,0.783196105389491,6.60434961941053e-08,6.60434961941053e-08,1
GNG12,-1.5530468858913,6.61121384148052e-08,1,6.61121384148052e-08
DHCR7,1.64477917442984,6.61121384148052e-08,6.61121384148052e-08,1
BMS1,1.2691080846697,6.6143430486218e-08,6.6143430486218e-08,1
FAM129B,-1.31752091079628,6.72252902024621e-08,1,6.72252902024621e-08
ATP11C,1.46080744261242,6.72252902024621e-08,6.72252902024621e-08,1
ELP2,1.43835351904469,6.72252902024621e-08,6.72252902024621e-08,1
EIF3H,1.02512370208081,6.78071012799641e-08,6.78071012799641e-08,1
RHOJ,-1.87741765235561,6.82286566690394e-08,1,6.82286566690394e-08
SETD7,1.27836217599147,6.86170003366861e-08,6.86170003366861e-08,1
PRSS23,-2.35359059641375,6.86170003366861e-08,1,6.86170003366861e-08
ATP6V0E1,-0.974371649632397,6.89152251594822e-08,1,6.89152251594822e-08
ZKSCAN7,-2.21966910543619,6.91146575850356e-08,1,6.91146575850356e-08
TNFRSF19,-2.6532939093075,6.91840133196942e-08,1,6.91840133196942e-08
CAP2,-1.22497454613065,6.91840133196942e-08,1,6.91840133196942e-08
LTA4H,1.35178297551988,6.91840133196942e-08,6.91840133196942e-08,1
PDCD5,1.44351173721792,6.94072434643851e-08,6.94072434643851e-08,1
PFDN2,0.980777339490727,6.9594690716308e-08,6.9594690716308e-08,1
PLEKHA8,-1.45653756757421,7.00656280943433e-08,1,7.00656280943433e-08
UGT8,1.8082632103848,7.00656280943433e-08,7.00656280943433e-08,1
GALNT18,1.704880021034,7.02508348368212e-08,7.02508348368212e-08,1
ERAP2,-1.70210246654928,7.02508348368212e-08,1,7.02508348368212e-08
NPAS3,-2.26278311715149,7.02508348368212e-08,1,7.02508348368212e-08
CCDC85B,1.84031865587281,7.03070992848959e-08,7.03070992848959e-08,1
TPM1,-1.96978433220996,7.03189705848826e-08,1,7.03189705848826e-08
RCBTB2,-1.82259184448459,7.10301358894993e-08,1,7.10301358894993e-08
PLCB1,-2.17191534263921,7.10301358894993e-08,1,7.10301358894993e-08
RBM6,-2.0487249621472,7.11896280361934e-08,1,7.11896280361934e-08
CENPV,1.1594522459697,7.12442259099594e-08,7.12442259099594e-08,1
MAP2,-2.14705305366439,7.12889200448454e-08,1,7.12889200448454e-08
ALCAM,-1.34490660596212,7.13423864562954e-08,1,7.13423864562954e-08
SULF1,-2.3624202250105,7.15760871518249e-08,1,7.15760871518249e-08
OSBPL1A,1.49248934674642,7.15760871518249e-08,7.15760871518249e-08,1
FN1,-2.9000611665855,7.1620836937501e-08,1,7.1620836937501e-08
AHR,-1.54525758202718,7.18621264604245e-08,1,7.18621264604245e-08
FILIP1,-2.04600781008881,7.25506139700245e-08,1,7.25506139700245e-08
HNRNPDL,-1.63398397728346,7.28340439306919e-08,1,7.28340439306919e-08
DDX10,1.35359540500344,7.32175883254532e-08,7.32175883254532e-08,1
HNRNPF,1.32781037471903,7.37065066912882e-08,7.37065066912882e-08,1
NRDC,-2.10776887936028,7.37735048539448e-08,1,7.37735048539448e-08
THAP4,1.34144799481161,7.38114653606545e-08,7.38114653606545e-08,1
ZFAS1,1.49987811849802,7.38114653606545e-08,7.38114653606545e-08,1
NQO1,-1.36314154131825,7.38114653606545e-08,1,7.38114653606545e-08
CASD1,-2.06340310383396,7.39703544759334e-08,1,7.39703544759334e-08
NR2F1-AS1,-2.03452427435417,7.39861936694945e-08,1,7.39861936694945e-08
PPIH,1.21761202565556,7.41189076052717e-08,7.41189076052717e-08,1
NCAPD2,1.35011484766881,7.41189076052717e-08,7.41189076052717e-08,1
SULF1,-2.42146169190435,7.41189076052717e-08,1,7.41189076052717e-08
LTBP2,-1.95737874675197,7.41189076052717e-08,1,7.41189076052717e-08
FKBP4,1.42948423614231,7.41189076052717e-08,7.41189076052717e-08,1
ZNF556,1.89974583688698,7.44357311609224e-08,7.44357311609224e-08,1
GLRX5,0.951036575367638,7.46696251328084e-08,7.46696251328084e-08,1
B4GALT5,-1.30262642533209,7.55520213857389e-08,1,7.55520213857389e-08
RNF125,3.52218798493979,7.67070171889514e-08,7.67070171889514e-08,1
VAV3,-2.39370722219513,7.72015577923216e-08,1,7.72015577923216e-08
PARL,2.74441305984045,7.73169370271827e-08,7.73169370271827e-08,1
MRPL3,0.806641050365215,7.78738739210038e-08,7.78738739210038e-08,1
NDUFA12,0.875688686405981,7.79027574903275e-08,7.79027574903275e-08,1
FILIP1L,-2.67443858823352,7.80779198041079e-08,1,7.80779198041079e-08
EIF5B,2.47472762275123,7.8115292830538e-08,7.8115292830538e-08,1
MIF,0.865001162559492,7.84708534726864e-08,7.84708534726864e-08,1
PLOD3,-1.04542303475768,7.85390366398223e-08,1,7.85390366398223e-08
NAV3,-2.94930669264048,7.86093062779506e-08,1,7.86093062779506e-08
MGP,-2.78293833966861,7.93129357458131e-08,1,7.93129357458131e-08
PAQR5,2.99846313453325,7.95203439920611e-08,7.95203439920611e-08,1
FBLIM1,-2.33711585462469,7.95203439920611e-08,1,7.95203439920611e-08
DIMT1,1.31531541515581,8.04817234134451e-08,8.04817234134451e-08,1
GATM,1.64820556883883,8.05565797694802e-08,8.05565797694802e-08,1
MAGEB2,-1.16096428057398,8.07578939029537e-08,1,8.07578939029537e-08
NACA,0.686602864688757,8.09716402327386e-08,8.09716402327386e-08,1
RBMS3,-2.07700747283338,8.10767057917017e-08,1,8.10767057917017e-08
WTAP,1.1185893106219,8.18822031138446e-08,8.18822031138446e-08,1
NT5E,-2.85385982082712,8.25769731968603e-08,1,8.25769731968603e-08
ARPC5,-1.06665751559266,8.25769731968603e-08,1,8.25769731968603e-08
HNRNPA2B1,-1.08804933345004,8.34694238424769e-08,1,8.34694238424769e-08
ARHGAP18,-1.84090817166973,8.37777768946242e-08,1,8.37777768946242e-08
COPA,-1.63974441916532,8.37777768946242e-08,1,8.37777768946242e-08
PIH1D1,1.19570828025237,8.48335390552356e-08,8.48335390552356e-08,1
KIF9,1.58576925591957,8.48757415987456e-08,8.48757415987456e-08,1
ARID5B,-1.70191913165587,8.59375269974981e-08,1,8.59375269974981e-08
RBMS3,-1.72501125907388,8.59375269974981e-08,1,8.59375269974981e-08
CADPS2,-2.13943569277665,8.59375269974981e-08,1,8.59375269974981e-08
P4HA2,-1.29080309706733,8.61572765045647e-08,1,8.61572765045647e-08
MRPS22,1.15962412161094,8.61572765045647e-08,8.61572765045647e-08,1
TRHDE,1.90486553383117,8.62195630428195e-08,8.62195630428195e-08,1
GNAS,-0.883854732838904,8.68890315440543e-08,1,8.68890315440543e-08
NCKAP5,-2.62247455870517,8.70840893177688e-08,1,8.70840893177688e-08
ELOVL6,1.53669117425462,8.83391968584989e-08,8.83391968584989e-08,1
ATP2B4,-2.26101617892736,8.83894016561867e-08,1,8.83894016561867e-08
TAF4B,1.96398357318043,8.84585349545057e-08,8.84585349545057e-08,1
ZNF117,-2.50341943253226,8.8482353883524e-08,1,8.8482353883524e-08
DHRS2,3.68197889648121,8.8482353883524e-08,8.8482353883524e-08,1
EFHC1,-2.09512126308227,8.8482353883524e-08,1,8.8482353883524e-08
LOXL3,-2.23097243097246,8.8482353883524e-08,1,8.8482353883524e-08
FAM60A,1.44212329491836,8.86477009788601e-08,8.86477009788601e-08,1
PDGFC,-1.5677316981112,8.91441766593774e-08,1,8.91441766593774e-08
TP53INP1,-2.35276648989777,8.93586381961965e-08,1,8.93586381961965e-08
NR3C1,-1.1005181252294,8.93586381961965e-08,1,8.93586381961965e-08
PHB,1.66048080640403,8.93586381961965e-08,8.93586381961965e-08,1
ZFAS1,1.56060731337904,8.97315658759532e-08,8.97315658759532e-08,1
TMEM261,1.12579704474618,8.98053278907716e-08,8.98053278907716e-08,1
NARS2,1.2649488838338,8.98053278907716e-08,8.98053278907716e-08,1
SLC25A36,1.19748560718721,8.98053278907716e-08,8.98053278907716e-08,1
MOCOS,2.37020715556819,9.05620164143351e-08,9.05620164143351e-08,1
ARL2,1.32964485654308,9.07448492143314e-08,9.07448492143314e-08,1
CTNNAL1,0.981676875182748,9.17492720862123e-08,9.17492720862123e-08,1
TLR4,-1.89710456348018,9.17492720862123e-08,1,9.17492720862123e-08
FAM210A,1.75199145031679,9.17492720862123e-08,9.17492720862123e-08,1
IFIT3,-3.51266225021809,9.1781271297406e-08,1,9.1781271297406e-08
CCDC71L,-1.57267856453455,9.33912005722517e-08,1,9.33912005722517e-08
CKAP5,1.39071033781542,9.3564095426473e-08,9.3564095426473e-08,1
TRIM38,-1.64209994251049,9.41122378511169e-08,1,9.41122378511169e-08
SLC38A6,-1.8080593057229,9.41122378511169e-08,1,9.41122378511169e-08
ARF3,-1.0099319601767,9.41122378511169e-08,1,9.41122378511169e-08
